sentence,label
මොන පයියක් ගැනද ඔය දොඩවන්නේ,Bad
ඕක ඔය පයියෙන් කොරන්ට බෑ,Bad
මං දන්නෑ බං එක එක පයියවල් තිබ්බා මම ගත්තේ මේක,Bad
අනේ පයියෝ ගිහින් උඹේ වැඩක් බලාගනින්කෝ,Bad
ඔය කිව්ව පලියට ඔය තියෙන ඔක්කොම පයියවල් කටේ ඔබා ගන්න එපා,Bad
මේ පයියා හිතන් ඉන්නේ අපි මෙතන කිනන් ඔහේ ඉන්නේ කියලා,Bad
මම නම් ඔය එක එක පයියෝ ඉන්න තැන් ගැන නම් දන්නේනෑ,Bad
මට නම් ඔය එක එක පයියෝ කියන දේවල් නම් වැඩක් නෑ මම කරන්නේ මට ඕන දේ,Bad
ඒ පයියෙයි මේ පයියෙයි කිසිම වෙනසක් මට නම් පේන්නේ නෑ,Bad
ඔය පයියෙන් අපිට වැඩක් වෙයිද,Bad
පයි කොටා නම් බොරුමයි කියන්නේ,Bad
ඕන පයියක් මම නම් ආයේ ඔය ගැන හොයන්නේ නැහැ,Bad
පයි කපිල උඹ ගිහින් අතන බඩු ටික හරියට පටවනවද කියල බලාගෙන වරෙන්,Bad
මෙයා මේවා ගැන මොකුත් දන්නෑ එයාව නිදහස් කරන්න,Good
තෝ මෙහේ මොනවද කරන්නේ,Good
ඌ සිහි විකාරෙන් මොනවද මන්දා දොඩවනවා,Good
ඔය වගේ දේවල් නිසා බොරුවට හිත නරක් කර ගන්න ඕනේ නෑ,Good
ඒක මම ඔයා කියන තැන තිබ්බා හැබැයි දැන්නම් ඒක එතන නැහැ,Good
කැළණි ගඟේ ඔරු යනවා බලා වරෙන්,Good
ගොළුබෙල්ලාගේ කටේ දත් දාහක් විතර තියෙනවලු,Good
ජීවිතේ අපි හිතන් ඉන්න විදියට හැමදේම වෙන්නේ නෑ හැබැයි අපි උත්සහ කරන්න ඕනේ අපි බලාපොරොත්තු වෙන දේවල් ඉෂ්ඨ කරගන්න,Good
ඔය ළමයි ඉන්න තැන්වල ඔහොම්මම ඉන්න කොහෙවත් යන්න එපා මම කියනකම්,Good
මම කරන කියන හැම දෙයක්ම හැමෝටම කිය කිය කරන්න බෑ,Good
උන්ගෙම බඩු උන්ගෙම නඩු කිසි වෙනසක් දැක්කද මේ වෙනසේ,Good
උඹටනම් අපිට මොනා වුනත් ගාණක් නෑනේ,Good
පච ගුණයා කටක් ඇරියොත් බොරුමනේ කියන්නේ,Good
මොනාද ඔය පණ දාගෙන හොයන්නේ,Good
ඔය ටික ඉක්මනට ලොරියට පටවන්න,Good
උඹලා කැරියෝ නම් අපිත් ඊට වඩා කැරියෝ තමයි හරිය,Bad
මම ඔය වගේ කැරි වැඩ කරන එක නවත්වලා තියෙන්නේ,Bad
ඒක නම් මහ කැරි සීන් එක නේ,Bad
කැරියෝ ඉන්නව නම් වරෙන් බලන්න,Bad
ඔය කැරියන්ට දෙයක් තෙරුම් කරල දෙන්න බෑ,Bad
ඕකා කැරියා වගේ හිටියට හෙන ළාමකයා බං,Bad
අරකි නම් කැරි බඩුව බං,Bad
මේ අඹ ගෙඩිය කැරිම රහයි බං,Bad
මට ඔය කැරි ලයින්නේ ඉවසන්න බැරි,Bad
එහෙම කැරි වැඩ කරන්න එපා උඹලත් මනුස්සයෝ අපිත් මනුස්සයෝ,Bad
ඊට වැඩිය හොඳයි මමම ගිහිල්ලා ඕක ගිහින් කිව්වා නම්,Good
මම හිතන්නේ දැන් ඔය ෆැක්ටරිය වහලා දාලා තියෙන්නේ,Good
ඕවා නම් අපිට මහ ලොකු වැඩ නෙමේ,Good
වරෙන් යන්න බලන්න අද මොකක්ද ටවුමේ තියෙන්නේ කියල,Good
ඇත්තටම ඒ කිව්ව කතාවේ තේරුම මොකක්ද?,Good
ඔය වගේ ළාමක වැඩ කරන්න එපා මින් පස්සේ,Good
අරකි දැන් මාත් එක්ක කතා කරන්නේ නෑ ඇයි දන්නේනෑ,Good
ඉවසලා ඉවසලා බැරිම තැන ආයේත් ඉවසන්න කිව්වට එතකොට ඒ මඟුලේ ඉවරයක් නෑනේ බං,Good
මනුස්සයෝ ඔය යටින් ගහල තියෙන එක කියවලා ඒක කරන්න තියෙන්නේ,Good
මේ අඹ ගහ හැර තවත් අඹ ගස් තිබේද රජතුමණි?,Good
වේසාවියක් හිංඳා රෑ නෑ නිදි,Bad
වේසකමේ ගියපු එව්න් ආයේ ගෙට වද්ද ගන්නවත් එපා,Bad
ඕක ගිහිල්ලා කියපං උඹේ මහ වේසිට,Bad
මහ වේසි තමයි මේ ඔක්කෝටම වග කියන්න ඕනේ,Bad
ඔව් ඉතින් මහ වේසිත් ඔය වගේ නේ,Bad
වේසෝ මේක බලාගෙන හරියට ඕකේ ලියහන්,Bad
මේ වේසියන්ට මගේ දේවල්වලට ඇගිල්ල ගහන්නේ නැතුව නින්ද යන්නේ නෑ,Bad
වේස ගෑණී පල මෙතනි මගේ දෑසට නොපෙනී,Bad
මට නම් දැන් එක එකාට වේස වැඩ කරල ඇති වෙලා ඉන්නේ,Bad
වේසියේ ඇයි උඹ මට මෙහෙම දෙයක් කළේ,Bad
අද දවසේ බොහෝ වෙහෙස වූ බැවින් ඉක්මනට මම නින්දට ගියෙමි,Good
අද තමයි ගෙට ගෙවිදීමට සුභ නැකත වැටිලා තියෙන්නේ,Good
ඕවා මහ මනුස්සයන්ගෙත් වැරදි,Good
අපි හැමෝම වග කියන්න ඕනේ මේ මරණෙට,Good
ඉතින් ඊට පස්සේ හැමෝම සතුටින් විසිර ගියා,Good
මේ පැත්තේ ලියන්න කියන්න දන්න කෙනෙක් හොයා ගන්න විදියක් නැද්ද?,Good
නින්ද නොයන හැන්දෑව සොඳුරුයිද මොන තරම්,Good
දෑස පලා ගෙන කඳුලැලි ආවා,Good
මට ඔය වැඩ ටික බාර දෙන්න මම නියමෙට ඔයාට කරල දෙන්නම් හැබැයි සල්ලි ඕනේ,Good
ඕක මෙහෙම කිව්වා කියල හරියන්නේ නැහැ ලිඛිතව ඕනේ,Good
ඒක මහ ටෞකන නීතියක්නේ,Bad
ටෞකණ්ඩ මාර දේවල් ටිකකට මට මේ දවස් තුනේ මුහුණ දෙන්න වුණේ,Bad
අපිට ඉන්නේ මහ ටෞකන යාළුවෝ සෙට් එකක්නේ,Bad
ටෞකණ්ඩ මම එහෙම කතාවක් කොහෙවත් කාටවත් කියල නැහැ,Bad
ටෞකන වැඩ කරන්නේ අපි නෙමේ උඹල නේ,Bad
නීතියට අපි හැමෝම ගරු කළයුතුයි,Good
ඒ දේවාලේ මාර විදියට හාස්කම් තියෙනවා,Good
කරදරයක් වුණාම නැති යාළුවන්ගෙන් ඇති වැඩේ මොකක්ද?,Good
කාටවත් බෑ පරදන්න නම් වීරියක් හිත යට ඇත්නම්,Good
හෙට වැඩ කරන ජනතාව වැඩ වරයි,Good
ෆක් මම එහෙම දෙයක් හිතලා නෙමේ කිව්වේ,Bad
අයියෝ ෆක් පැරදුනානේ?,Bad
ෆක් කරපු දේවල් ඔක්කෝම වතුරේ ගියා වගේ,Bad
අයියෝ ෆක් නේ මහත්තයෝ,Bad
ෆක් කලින් කියන්න එපැයි,Bad
අනිත් පාර වැඩක් කරන්න ගන්නකොට පොඩ්ඩක් හිතලා මතලා පටන් ගන්න මෝඩ වැඩ නොකර,Good
අයියෝ සාමිනේ මට මෙහෙම දුක් දෙන්න එපා තවත්,Good
ඇසට නොපෙනෙන කුඩා ක්ෂුද්‍ර ජීවීන් වතුරේ ජීවත් වෙයි,Good
මහත්තයෝ මේ පාර අපි ඡන්දේ දෙන්නේ මාලිමාවට,Good
මීට කලින් මම ඔහොම එකක් දැකලවත් නෑ මේ පළවෙනිවතාව මම දැකපු,Good
එයාගේ පුකට තමා මම කැමති වුණේ,Bad
එක එකාට පුක දීලා රස්සා ගන්න අපිට ඕනේ නෑ,Bad
හිටියොත් දෙකට නැවී දෙවියොත් පුකට අරියි,Bad
මගේ පුක කහනවා බං,Bad
අප්පෝ ඕකා මහ පුක්මන්තා ඒක නිසා පුක පරිස්සම් කරගෙන හිටපන්,Bad
අරූ මගේ පුකටමයි ගැහුවේ බං,Bad
ඇත්තට මේක මේ කරපු දස බලු වැඩේට ඕකගේ පුක පලන්න එපැයි,Bad
දැන් කරන්න දෙයක් නෑ අපි ඕකගේ පුක කමු,Bad
අප්පෝ අද දවසම ඉදන් හිටපු හින්දා පුක රිදෙනවා බං,Bad
කොච්චර ලස්සන වුනත් වැඩක් නෑ පුක නැත්තම්,Bad
පුක ගැන කතා ගොඩක් තියෙනවා,Bad
පුක ගෙවනකම් වැඩ කළත් කිසි හොඳක් නැති හැටියක්,Bad
මම දිහා මූණ පුක කරන් බලන්න එපා,Bad
කූඹි පුකක් තරම්වත් මොළේ කලදක් තිබ්බා නම් ඔය වගේ බොරුවකට රැවටිලා සල්ලි දායි ඈ,Bad
උඹ දන්න පුකක් ගැන කතා කරහන් බං,Bad
ඕන පුකක් හැබැයි මාව නම් ඕවට ගාවගෙන තිබ්බොත් බලාගෙනයි,Bad
ඔය අලි පුකෙන් බැහැල ඉන්නවා වගේ හැසිරෙන එව්න් අපිට නම් අදාලම නෑ,Bad
බැරක් ඔබාම්ත් රෙන්නේ පුකෙන් ඒක නිසා කමක් නෑ,Bad
පුක කොච්චර ලස්සන වුනත් වැඩක් නෑනේ කක්කා යනවනේ,Bad
මේ බලන්නකෝ මුගේ පුකේ හිලක්,Bad
මම කැමතිම කියල එකක් නෑ මම ඔක්කෝටම වගේ කැමතියි,Good
මම දැන් රස්සාවක් හොයා ගන්න කියල කී තැනකට ගියාද එක තැනකවත් රස්සවක් හම්බුනේ නෑ,Good
මේවා දෙවියන්ට කිව්වා කියල වැඩක් වෙන්නේ නෑ මොකද මේ දවස්වල දෙවියන්ටත් ප්‍රශ්න ඇති,Good
අල්ල කහනවා නම් සල්ලි එන්නවා නෙමේ තියෙන ටිකත් යන එකයි වෙන්නේ,Good
හනුමන්තා කියන්නේ මොන ගොබ්බයෙක්ද,Good
අඩෝ මම උඹ කවුද කියලා දන්නේ නැතුව විහිළුවට වගේ ගැහුවේ,Good
දර පලන්න කියල පොරව ගද්දී තමයි මට මතක් වුනේ මට පලන්න දර නෑ කියලා,Good
අපි උක් කමු,Good
අම්මේ මට ඔළුව පොඩ්ඩක් රිදෙනවා ඒ නිසා අද පංති යන්න බෑ වගේ,Good
ලස්සන දේවල් බලන්න කවුද අකමැති,Good
කතා ගොඩයි ඒත් වැඩ ටිකයි,Good
හොඳක් බලන් වැඩක් කළොත් වෙන්නේ හැමදාම නරක නාමය,Good
මූණ බලපුවාම එච්චර නරක මනුස්සයෙක් කියල කියන්න බෑ ඒත් මිනිස්සු මූණ බලලා විශ්වාස කරන්න බෑ,Good
උඹ මේ ඒකිට රැවටිලා ඉන්නේ,Good
දන්න යකා හොඳයි නොදන්න දෙවියොන්ට වඩා,Good
පීර අරගෙන හොඳට හිරමනේ ගාන්න,Good
තව ටික දවසකින් ගං වතුර බැහැලා යාවී,Good
කමක් නෑ මොනවා කළත් මොකද හිතේ කිසි දුකක් නෑ මොනවා වුනත්,Good
කොච්චර ආදරෙන් හිටියත් දවසක් එනවා ඒ ආදරේට තිත තියන්න,Good
අම්මේ මගේ කලිසමේ හිලක් ඒක මහල දෙන්නකෝ,Good
උඹ මාත් එක්ක ඒකට හැමිනෙන්න එන්න එපා ඒක ඌත් එක්ක බලා ගන්න,Bad
උඹට කියන්න බැයි නම් හැමනියන්,Bad
අන්තිමේට උඹ එක එකාට හමන්නන්න ගිහිල්ලා උඹ කෙලෝ ගන්නවා,Bad
තෝ මේ පාර තමයි හොඳවැයින් හමන්න ගන්නේ,Bad
තෝ මටත් හමන්නලා තෝත් හැමිනියන්,Bad 
මාත් ඕවා ආසාවෙන් කරන වැඩ නෙමේ කරන්න දෙයක් නැතිකමට කරන වැඩ,Good
බෑ කියල දෙයක් නෑ උවමනාවක් නැතිකම මිසක්,Good
ආන් අරූ අරකිත් එක්ක හොරෙන් පැනලා ගිහිල්ලා,Good
තෝ හිතුවද මේ පාරත් අපි ඇන්ඳෙයි කියලා ඒවා හඳේ තමා මිත්‍රයා,Good
තෝත් එකයි තොගේ මහ එව්නුත් එකයි,Good
කවුරු කලත් ඕවා නම් මහ කැම්රි වැඩ බං,Bad
මෝඩ පුම්ක මොකද වෙන්නේ මේ දවස්වල,Bad
අප්පෝ ඒ හුම්ත වැඩ කරන්නෑ,Bad
අප්පෝ ඔය පම්ක ගැන නම් ආයේ මගෙන් අහන්න එපා,Bad
ඒ උත්තිගේ මාර ලයින් තියෙන්නේ දැන්,Bad
කිඹි සිපයියෝ නිසා කෙල්ලෙක්ට පාරේ බැහැල යන්න බැරි යුගයක් ඇවිල්ලා තියෙන්නේ,Bad
හුම්කන පාලකයෝ නිසා රටට වෙච්ච හරිය දැන් නම් හොඳටම ඇති,Bad
මේ පගයා දැක්ක කාලයක් මතක නෑ,Bad
බේසික් කොල්ලෝ අදවත් මගේ බඩු ටික ගෙනාවද?,Bad
පල හුම්ප්තා යන්න තෝත් එක්ක ආයේ කතාවක් නෑ,Bad
කවුරු කවුරුත් මේක මතක තියාගත්තා නම් හොඳයි මේක අපේ රට,Good
මොකද අද හාවක් හූවක් නැත්තේ,Good
අප්පෝ දැන් බස් එක ගිහිල්ලා පැය ගාණක් වෙනවා,Good
ඕන ප්‍රශ්නයක් අහන්න කිසි අව්ලක් නෑ,Good
දැන් තියෙන්නේ විද්‍යාව ඊට පස්සේ තියෙන්නේ ගණනුයි ඉංග්‍රීසියි,Good
පැරකුම් යුගයක් නැවතත් අරඹවු නිජ භූමිතලේ ලංකා,Good
ඡන්දෙන් පත් කරපු පාලකයෝ හරියට රට පාලනය කරා නම් අද මෙහෙම පෝලිම් වල ඉන්න ඕනේ නෑනේ,Good
කාලයක් මාත් ඕක විශ්වාස කරා ඒත් පස්සේ තේරුම් ගියා ඕකත් මහ බොරුවක් කියලා,Good
කොල්ලෝ කෙල්ලෝ හැමෝටම දෙනවා හොඳ සිංදුවක්,Good
මම යන්න යනවා ආයේ නම් එන්න හිතන්නේවත් නෑ,Good
